_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3217151,325219401,23179343,6,2023-11-11T16:50:00,"1500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,305,,,,
3217152,324251471,23171941,10,2023-10-29T04:18:00,"400 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020,2,5,-80.03716216377572,40.446521055021876
3217153,324761508,23176233,6,2023-11-06T03:09:00,"Brushton Ave & Forest Way Pittsburgh, PA 15221",Y,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities,1301,9,2,-79.8879018422569,40.45603090796585
3217154,324762515,23176218,10,2023-11-06T02:55:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,TERRORISTIC THREATS,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",509,6,3,-79.97427399849045,40.44961434187343
3217155,324762754,23176248,6,2023-11-06T04:00:00,"2000 Block Jacob St Pittsburgh, PA 15210",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,3206,4,5,-79.9992681179769,40.39220787830839
3217156,324764756,23176255,0,2023-11-06T04:15:00,"1000 Block Marena St Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020,2,5,-80.03764384580126,40.44601699173744
3217157,324780471,23176279,6,2023-11-06T08:00:00,"2200 Block Bedford Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,501,6,3,-79.97832011881441,40.44823273765979
3217158,324796075,23176377,10,2023-11-06T11:00:00,"S 18th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1702,3,3,-79.98056527347268,40.428766558291954
3217159,324797339,23176396,0,2023-11-06T12:15:00,"200 Block Dengler St Pittsburgh, PA 15210",N,Arlington,3,99,9993 PFA Service with Weapons Supplement,1603,3,3,-79.96766444316566,40.41553944521761
3217160,325182994,23178551,0,2023-11-10T09:45:00,"100 Block Rental Car Access Rd Pittsburgh, PA 15231",N,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,-80.25796109577662,40.49094655429308
3217161,325252775,23179059,10,2023-11-11T05:30:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,HARRASSMENT,2709(a) Harassment.,1208,9,2,-79.9108728427252,40.45944023398032
3217162,-3600010351,23179791,27,2023-11-12T15:31:00,"Brightridge St & N Charles St Pittsburgh, PA 15212",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2614,6,1,-80.01827806060022,40.462062256291894
3217163,325255775,23179782,6,2023-11-12T15:00:00,"1100 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.92334034838835,40.4751570422054
3217164,325259422,23179855,0,2023-11-12T17:30:00,"2800 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.0355360191912,40.46873719484479
3217165,324253634,23171880,9,2023-10-29T02:29:00,"1200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1702,3,3,-79.98621319665266,40.42858285987488
3217166,324261181,23172044,6,2023-10-29T09:30:00,"Ophelia St & Lawn St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96577404988031,40.435747647646096
3217167,324272152,23172296,6,2023-10-29T20:41:00,"900 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2708,1,1,-80.03448678686314,40.489063165792054
3217168,324272427,23172166,0,2023-10-29T16:09:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2509,6,1,-80.00698339373714,40.46031055249301
3217169,324803733,23176352,6,2023-11-06T09:30:00,"700 Block Casino Dr Pittsburgh, PA 15233",Y,Chateau,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3503 Criminal Trespass,2108,,,,
3217170,324804500,23176382,0,2023-11-06T11:40:00,"400 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9997 Overdose Death,1919,,,,
3217171,324806562,23176451,0,2023-11-06T13:55:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,99,9994 PFA Service,2509,6,1,-80.00698339373714,40.46031055249301
3217172,324811139,23176456,0,2023-11-06T14:05:00,"500 Block Grandview Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): Aggressive illegal parker,1903,2,5,-80.01191039931084,40.43490921566659
3217173,324822008,23176580,29,2023-11-06T17:26:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3217174,324826066,23173928,0,2023-11-01T19:55:00,"400 Block Fort Pitt Blvd Pittsburgh, PA 15219",N,Central Business District,2,99,3733 Fleeing or Attempting to Elude Police Officer / 3734 Driving without Lights to Avoid Identification or Arrest / 3112 Traffic-Control Signals. / 3736 Reckless Driving,201,,,,
3217175,324836843,23176629,6,2023-11-02T16:00:00,"70 Block 33rd St Pittsburgh, PA 15201",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.97143372531536,40.46334772857226
3217176,324839513,23176684,99,2023-11-06T20:21:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.89280139717684,40.449654633119316
3217177,325009315,23177599,15,2023-11-08T14:00:00,"N Charles St & Hazelton St Pittsburgh, PA 15214",Y,Perry South,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3334 Turning Movements and Required Signals. / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm / 6110.1 Possesion of Firearm by Minor",2614,6,1,-80.00726414788305,40.471281598933786
3217178,325258394,23179859,6,2023-11-12T17:00:00,"800 Block Brighton Rd Pittsburgh, PA 15233",N,Allegheny West,1,THEFT FROM AUTO,3934 Theft from Vehicle,2201,1,1,-80.01388690564104,40.451967763749735
3217179,325260544,23179899,0,2023-11-12T18:00:00,"300 Block W Burgess St Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Parking complaint,2614,6,1,-80.01336536509885,40.46650981853858
3217180,325270317,23179911,18,2023-11-12T19:58:00,"Stanton Ave & N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9124 Drug Investigation / 3323 Stop Signs and Yield Signs.,1102,9,2,-79.92628082722217,40.47153011173606
3217181,324315305,23172519,0,2023-10-30T09:46:00,"1300 Block Page St Pittsburgh, PA 15233",N,Bluff,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,103,6,1,-80.02389739809522,40.4516061676143
3217182,324351245,23006269,3,2023-10-30T16:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1609,6,6,-79.99688178462712,40.43480407292362
3217183,324355525,23172687,29,2023-10-29T14:00:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1306,,,,
3217184,324356533,23172700,99,2023-10-30T15:45:00,"900 Block James St Pittsburgh, PA 15212",N,East Allegheny,1,FOUND PROPERTY,9489 Found Property,2304,,,-79.87761740466495,40.447187435212506
3217185,-3583011486,23172777,99,2023-10-30T19:35:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,305,6,3,-79.98071304946473,40.43908195743537
3217186,324752802,23176135,26,2023-11-05T20:40:00,"Penn Ave & 10th St Pittsburgh, PA 15222",N,Central Business District,2,FAILURE TO PREVENT CATASTROPHE,"3303 Overtaking Vehicle on the Left. / 4523 Exhaust Systems, Mufflers and Noise Control. / 3733 Fleeing or Attempting to Elude Police Officer / 3112 Traffic-Control Signals.",201,6,6,-79.99561240940719,40.4444643657088
3217187,324844308,23176784,0,2023-11-07T02:07:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): cardiac arrest,201,,,,
3217188,324845335,23176771,3,2023-11-07T01:17:00,"200 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 3925 Receiving Stolen Property. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1501 Drivers Required to be Licensed. / 3736 Reckless Driving,708,8,2,-79.92529613194029,40.45875585891225
3217189,324850342,23176827,99,2023-11-07T05:33:00,"2200 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,6,3,-79.97786699256748,40.44735455758375
3217190,324853385,23174265,26,2023-11-02T12:07:00,"400 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,706,8,2,-79.92547142615959,40.45379211230231
3217191,324859364,23176862,6,2023-11-07T05:30:00,"300 Block Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96327758727959,40.43494756887175
3217192,324862006,23176885,99,2023-11-07T09:05:00,"800 Block Ridge Ave Pittsburgh, PA 15212",Y,Allegheny West,1,FOUND PROPERTY,9489 Found Property,2201,1,1,-80.01345607363389,40.45060420728729
3217193,324864201,23176878,13,2023-11-07T10:05:00,"1900 Block Lincoln Hwy North Versailles, PA 15137",N,Outside City,OSC,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.77947575696611,40.36752381694548
3217194,324868413,23176244,0,2023-11-06T04:30:00,"East Ohio St & East St Pittsburgh, PA 15212",N,East Allegheny,1,99,"6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm / 3334 Turning Movements and Required Signals.",2304,1,1,-79.99786306897498,40.45398986873885
3217195,324879312,23176867,99,2023-11-07T08:23:00,"400 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.98126740311658,40.40381418544208
3217196,324889505,23176968,0,2023-11-07T12:17:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,99,9993 PFA Service with Weapons Supplement,511,,,,
3217197,324902700,23176985,0,2023-11-07T13:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9993 PFA Service with Weapons Supplement,103,6,6,-79.99459104985328,40.435334670473395
3217198,324910571,23177046,0,2023-11-07T14:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3217199,-3714003584,23179781,14,2023-11-12T14:15:00,"2000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,4,3,-79.98686773084695,40.39496594765814
3217200,325299913,23180136,99,2023-11-13T10:04:00,"2500 Block N Charles St Pittsburgh, PA 15214",Y,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2615,6,1,-80.01882043373908,40.46689368176854
3217201,325344469,23180388,10,2023-11-13T17:58:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older",2901,4,3,-79.98652355758374,40.39319983122647
3217202,-3672010828,23180409,10,2023-11-13T17:30:00,"50 Block Mullooly St Pittsburgh, PA 15227",N,Overbrook,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",3204,4,5,-79.99140374981948,40.38023766603497
3217203,324382867,23172956,14,2023-10-31T05:30:00,"5000 Block E Circuit Dr Pittsburgh, PA 15217",N,Squirrel Hill North,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1403,,,,
3217204,324394853,23173011,6,2023-10-31T09:39:00,"500 Block N Taylor Ave Pittsburgh, PA 15212",Y,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.01233900798712,40.45657467249231
3217205,324404901,23172515,0,2023-10-31T09:09:00,"300 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,99,"5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance/Water, Bodily Injury / 5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury / 633.09(a) Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition / 633.02(a) Dog License Required; 3 Months or Older / 633.05 Rabies Vaccination / 5532(a)(3) Neglect of Animals - Neglect of Animals, Vet Care",2901,4,3,-79.99225172725593,40.39465476463145
3217206,324412013,23173093,0,2023-10-31T11:45:00,"2700 Block Kingwood St Pittsburgh, PA 15234",N,Overbrook,3,99,9994 PFA Service,3207,4,5,-80.00288917561154,40.37759775409286
3217207,324458566,23173410,26,2023-10-31T22:30:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,2814,2,5,-80.05172115698821,40.44745712596411
3217208,324459101,23173433,27,2023-10-31T23:41:00,"Beechwood Blvd & I-376 Ramp Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,1517,,,,
3217209,324479874,23173567,6,2023-11-01T08:00:00,"1400 Block N St Clair St Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1102,7,2,-79.91984537206426,40.477588562038186
3217210,324915257,23177001,99,2023-11-07T11:50:00,"2900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,FOUND PROPERTY,9489 Found Property,2904,4,3,-79.97693802735347,40.38236474337243
3217211,324921245,23176498,0,2023-11-06T15:35:00,"E Warrington Ave & Millbridge St Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): On-going Juvenile Dispute,1803,3,5,-79.99581948990627,40.4217800011044
3217212,324924339,23176995,18,2023-11-07T13:12:00,"7200 Block Brushton Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1202,,,,
3217213,324928050,23177096,18,2023-11-07T16:29:00,"600 Block East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2304,1,1,-79.99897807207657,40.4539777944947
3217214,324928952,23177112,10,2023-11-07T16:30:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,TERRORISTIC THREATS,2706 Terroristic Threats.,709,8,2,-79.93645164728059,40.45657066874426
3217215,324929540,23177109,6,2023-11-07T15:20:00,"4000 Block Franklin Rd Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2602,1,1,-80.01885282178826,40.49130083330007
3217216,324929560,23177064,99,2023-11-07T15:13:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,AIDED CASE,9497 Aided Case,2503,6,1,-80.01341221881468,40.45730166440583
3217217,324931415,23177167,27,2023-11-07T18:08:00,"5th Ave & Beechwood Blvd Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,708,8,3,-79.91535809401911,40.45362176829042
3217218,324931596,23177163,0,2023-11-07T18:03:00,"1000 Block Fairdale St Pittsburgh, PA 15204",Y,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.06137483161764,40.45550428450253
3217219,324933448,23177126,0,2023-11-07T17:03:00,"300 Block Birmingham Ave Pittsburgh, PA 15210",Y,Carrick,3,99,8106 Shots Fired / 627.02(b)(i) Possessing a small amount of marijuana / 4914(A) False Identification to Law Enforcement,2902,4,3,-79.9840218779391,40.402800705217444
3217220,324934278,23177189,99,2023-11-07T18:41:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,AIDED CASE,9497 Aided Case,509,6,3,-79.97462513627863,40.44984080982751
3217221,324948016,23177033,99,2023-11-07T14:19:00,"4300 Block Stanton Ave Pittsburgh, PA 15201",N,Stanton Heights,5,MENTAL 201/302,9498 302 (Mental),1018,9,2,-79.94339046245778,40.47927305607
3217222,325004958,23177608,0,2023-11-08T14:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9993 PFA Service with Weapons Supplement,1106,9,2,-79.90861667551917,40.470305633259095
3217223,325006194,23177610,0,2023-11-08T14:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3217224,325025031,23177787,0,2023-11-08T17:10:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3217225,325096964,23178083,99,2023-11-09T11:21:00,"5600 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1414,5,3,-79.9269858254165,40.42759402127491
3217226,325103081,23178116,6,2023-11-09T12:35:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,1306,9,2,-79.88333362380375,40.45544632584001
3217227,325115213,23178339,0,2023-11-09T19:45:00,"3900 Block Kleber St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): Mistaken package,2708,1,1,-80.0375085333665,40.48703864828807
3217228,325127739,23178432,0,2023-11-10T00:12:00,"900 Block Wilhelm St Pittsburgh, PA 15220",N,Elliott,6,99,9133 Noise Complaint - No Citation,2020,2,5,-80.03760953341691,40.444663098722145
3217229,325130035,23178220,26,2023-11-09T16:17:00,"2000 Block Straubs Ln Pittsburgh, PA 15212",Y,Troy Hill,1,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2406,1,1,-79.98091241910723,40.46818633510184
3217230,325131961,23178471,6,2023-11-10T02:29:00,"90 Block Sylvania Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-80.00626850658587,40.41717679268765
3217231,324497262,23173622,6,2023-11-01T10:20:00,"800 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1102,7,2,-79.92493232940434,40.47108643392905
3217232,324510005,23173684,6,2023-11-01T12:15:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99793948033764,40.44294530587832
3217233,324523361,23173753,0,2023-11-01T15:00:00,"1300 Block Rescue St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): Property Dispute(1326 Rescue st),2620,1,1,-79.9922192121857,40.46678330030244
3217234,324533797,23173832,0,2023-11-01T17:00:00,"2200 Block Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Parent missed her son at the school bus stop,2614,6,1,-80.01285985862796,40.46543330446881
3217235,324525129,23173784,99,2023-11-01T08:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3217236,324536793,23173880,99,2023-11-01T15:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.01656850562077,40.45687440924445
3217237,324540357,23173915,11,2023-10-30T01:00:00,"200 Block Jacksonia St Pittsburgh, PA 15212",N,Central North Side,1,IDENTITY THEFT,4120 Identity Theft / 7615(a)(1) Computer Trespass - Remove Data,2503,6,1,-80.00956849498316,40.45789512038673
3217238,324541044,23173868,10,2023-11-01T07:00:00,"4700 Block Monongahela St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,1501,5,3,-79.94375259792729,40.41349899041416
3217239,324938731,23177248,5,2023-11-07T20:58:00,"2800 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,BURGLARY,3502 Burglary.,1603,3,3,-79.96938413718317,40.41562581279007
3217240,325104411,23178214,0,2023-11-08T18:30:00,"2600 Block 5th Ave Pittsburgh, PA 15213",N,West Oakland,4,99,9999 9999 - (Misc. Incident): ,402,6,3,-79.9653335043923,40.437253229925254
3217241,325108353,23178259,10,2023-11-07T09:00:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.87309251906457,40.45390419790739
3217242,325115329,23177783,0,2023-11-09T20:25:00,"500 Block Lowell St Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1204,9,2,-79.9110388211097,40.46222723408833
3217243,325123151,23178397,0,2023-11-09T22:00:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): REPORTED THEFT FROM VEHICLE WITH NOTHING TAKEN ,201,,,,
3217244,325187474,23178721,6,2023-11-09T19:30:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,404,,,-79.87838242783407,40.44332100326034
3217245,325195160,23178790,15,2023-11-10T18:17:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 3334 Turning Movements and Required Signals. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 4524 Windshield Obstructions and Wipers.",1115,,,,
3217246,325197908,23178890,99,2023-11-10T21:39:00,"800 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,,,,
3217247,325209412,23179187,10,2023-11-11T01:25:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.98187231372171,40.42859317552536
3217248,325031514,23173403,6,2023-10-31T21:00:00,"1400 Block Evandale Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 3304 Criminal Mischief. / 2709(b) Stalking,2715,1,1,-80.03204662408943,40.47017271149086
3217249,325109212,23178239,18,2023-11-09T16:51:00,"900 Block Rossmore Ave Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1919,4,5,-80.01764508257514,40.394138314547796
3217250,325151651,23178187,0,2023-11-09T10:23:00,"2800 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,99,9999 9999 - (Misc. Incident): ,203,7,6,-79.97722190344571,40.4582493910921
3217251,325152774,23178047,14,2023-11-08T19:00:00,"700 Block Junilla St Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIM MISCHIEF,3304 Criminal Mischief.,509,6,3,-79.97253004557258,40.44965588618861
3217252,325214505,23179285,10,2023-11-11T14:56:00,"Allegheny Ave Pittsburgh, PA 15212",Y,Crawford-Roberts,1,HARRASSMENT,2709 Harassment (Non-Specific),305,1,1,-80.01820651697044,40.44937315337001
3217253,325218124,23179318,6,2023-11-06T00:55:00,"6300 Block Alderson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.92202672583663,40.428194675707836
3217254,-3574002000,23174382,10,2023-11-02T16:19:00,"Herron Ave & Bigelow Blvd Pittsburgh, PA 15219",N,Polish Hill,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",605,7,6,-79.9659415888294,40.45574331698728
3217255,324625846,23174460,14,2023-10-30T08:00:00,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1106,9,2,-79.9162023215471,40.46753518725584
3217256,-3714003541,23174523,0,2023-11-02T21:21:00,"2600 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,4,3,-79.97880436583105,40.3854502648648
3217257,324629053,23174601,0,2023-11-03T00:28:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,9,2,-79.92205139428822,40.46165532418406
